F1Score,loss,precision,recall,val_F1Score,val_loss,val_precision,val_recall,learning_rate
0.7514792084693909,0.9687244296073914,0.5909090638160706,0.20472441613674164,0.7499999403953552,0.6942504048347473,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9674494862556458,0.0,0.0,0.7499999403953552,0.6957185864448547,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9663689136505127,0.0,0.0,0.7499999403953552,0.69743412733078,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9651616811752319,0.0,0.0,0.7499999403953552,0.6983092427253723,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9642263650894165,0.0,0.0,0.7499999403953552,0.6998205780982971,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9633503556251526,0.0,0.0,0.7499999403953552,0.7012172937393188,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9625532627105713,0.0,0.0,0.7499999403953552,0.7022419571876526,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.961861789226532,0.0,0.0,0.7499999403953552,0.703569769859314,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9613812565803528,0.0,0.0,0.7499999403953552,0.7050168514251709,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9607731699943542,0.0,0.0,0.7499999403953552,0.7064048051834106,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9601076245307922,0.0,0.0,0.7499999403953552,0.7072572708129883,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9596763849258423,0.0,0.0,0.7499999403953552,0.708311140537262,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9592832326889038,0.0,0.0,0.7499999403953552,0.7095314860343933,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.958980917930603,0.0,0.0,0.7499999403953552,0.7103390097618103,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9586772918701172,0.0,0.0,0.7499999403953552,0.7116556763648987,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9582259058952332,0.0,0.0,0.7499999403953552,0.7120367884635925,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9580410122871399,0.0,0.0,0.7499999403953552,0.7129232287406921,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9578313827514648,0.0,0.0,0.7499999403953552,0.7138696312904358,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9576151967048645,0.0,0.0,0.7499999403953552,0.7145220041275024,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9574822783470154,0.0,0.0,0.7499999403953552,0.7151384353637695,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9572866559028625,0.0,0.0,0.7499999403953552,0.7159204483032227,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.957180380821228,0.0,0.0,0.7499999403953552,0.7169618606567383,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9569723606109619,0.0,0.0,0.7499999403953552,0.7172720432281494,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9568356871604919,0.0,0.0,0.7499999403953552,0.7177620530128479,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9567767977714539,0.0,0.0,0.7499999403953552,0.7182186245918274,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9566205143928528,0.0,0.0,0.7499999403953552,0.7190219163894653,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9565186500549316,0.0,0.0,0.7499999403953552,0.719322144985199,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9564931392669678,0.0,0.0,0.7499999403953552,0.7202484011650085,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9564151167869568,0.0,0.0,0.7499999403953552,0.7200037837028503,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.9563199281692505,0.0,0.0,0.7499999403953552,0.721106231212616,0.0,0.0,0.0010000000474974513
0.7514792084693909,0.956367552280426,0.0,0.0,0.7499999403953552,0.7218082547187805,0.0,0.0,0.0010000000474974513
